id,age,job,marital,education,gender
3327,19,student,single,unknown,Female
3328,28,management,single,tertiary,Female
3329,51,blue-collar,married,primary,Female
3330,52,unemployed,married,secondary,Female
3331,61,retired,married,secondary,Female
3332,39,management,married,tertiary,Female
3333,37,unemployed,married,secondary,Female
3334,80,retired,married,primary,Female
3335,61,admin.,married,secondary,Male
3336,72,retired,married,secondary,Female
3337,36,management,married,tertiary,Female
3338,74,retired,married,tertiary,Female
3339,35,blue-collar,married,secondary,Female
3340,82,retired,divorced,primary,Male
3341,71,retired,married,tertiary,Male
3342,38,housemaid,single,secondary,Male
3343,38,management,married,unknown,Male
3344,53,admin.,married,secondary,Male
3345,29,management,single,tertiary,Male
3346,64,retired,married,primary,Male
3347,35,unemployed,single,secondary,Male
3348,35,admin.,married,secondary,Male
3349,46,management,divorced,tertiary,Male
3350,25,blue-collar,single,secondary,Male
3351,46,management,married,tertiary,Male
3352,59,management,married,tertiary,Male
3353,35,technician,single,secondary,Male
3354,22,technician,single,secondary,Male
3355,31,management,single,tertiary,Male
3356,43,management,divorced,tertiary,Male
3357,35,management,single,tertiary,Male
3358,60,admin.,married,secondary,Male
3359,54,management,married,secondary,Male
3360,29,self-employed,single,tertiary,Male
3361,30,student,single,secondary,Female
3362,28,management,single,tertiary,Female
3363,43,services,married,secondary,Female
3364,37,services,married,secondary,Female
3365,62,management,married,tertiary,Female
3366,57,management,married,tertiary,Female
3367,33,management,single,tertiary,Female
3368,47,management,single,tertiary,Female
3369,39,technician,single,tertiary,Female
3370,30,self-employed,single,tertiary,Female
3371,28,admin.,single,tertiary,Female
3372,57,management,divorced,tertiary,Female
3373,23,services,single,secondary,Female
3374,56,housemaid,single,tertiary,Male
3375,44,admin.,divorced,tertiary,Female
3376,80,retired,divorced,primary,Female
3377,47,management,married,tertiary,Female
3378,27,student,single,secondary,Female
3379,26,management,single,tertiary,Male
3380,50,technician,divorced,secondary,Male
3381,84,retired,married,secondary,Male
3382,86,retired,married,primary,Male
3383,46,management,married,unknown,Male
3384,45,technician,married,secondary,Male
3385,60,blue-collar,married,primary,Male
3386,47,admin.,married,secondary,Male
3387,53,admin.,married,secondary,Male
3388,54,technician,married,secondary,Male
3389,19,student,single,secondary,Male
3390,24,student,single,secondary,Male
3391,39,management,divorced,tertiary,Male
3392,53,technician,married,tertiary,Male
3393,29,management,single,unknown,Male
3394,30,management,married,tertiary,Male
3395,32,management,single,secondary,Male
3396,33,self-employed,single,tertiary,Male
3397,33,management,single,tertiary,Male
3398,57,retired,married,unknown,Male
3399,27,technician,single,tertiary,Male
3400,55,management,married,tertiary,Female
3401,36,management,single,tertiary,Female
3402,26,management,single,tertiary,Female
3403,31,admin.,married,secondary,Female
3404,25,unemployed,single,primary,Female
3405,49,admin.,married,secondary,Female
3406,30,management,single,tertiary,Female
3407,32,management,single,tertiary,Female
3408,36,management,single,tertiary,Female
3409,38,management,married,tertiary,Female
3410,45,blue-collar,single,primary,Female
3411,36,management,single,unknown,Female
3412,23,student,single,secondary,Female
3413,38,technician,married,secondary,Male
3414,44,services,married,primary,Female
3415,35,management,single,tertiary,Female
3416,75,retired,married,secondary,Female
3417,26,technician,single,tertiary,Female
3418,59,technician,married,secondary,Male
3419,30,management,single,tertiary,Male
3420,36,blue-collar,married,primary,Male
3421,39,technician,married,secondary,Male
3422,24,management,single,tertiary,Male
3423,22,services,single,secondary,Male
3424,36,management,married,tertiary,Male
3425,22,management,single,tertiary,Male
3426,34,management,married,tertiary,Male
3427,22,student,single,primary,Male
3428,57,management,married,tertiary,Male
3429,30,student,single,tertiary,Male
3430,55,unemployed,divorced,secondary,Male
3431,38,blue-collar,divorced,secondary,Male
3432,39,blue-collar,single,secondary,Male
3433,38,technician,single,secondary,Male
3434,24,admin.,single,secondary,Male
3435,30,student,single,secondary,Male
3436,29,blue-collar,single,tertiary,Male
3437,25,student,single,unknown,Male
3438,52,technician,married,secondary,Male
3439,62,management,married,tertiary,Female
3440,40,technician,married,tertiary,Female
3441,76,retired,married,secondary,Female
3442,31,admin.,single,secondary,Female
3443,42,self-employed,married,secondary,Female
3444,43,technician,single,unknown,Female
3445,73,retired,married,primary,Female
3446,41,management,divorced,tertiary,Female
3447,77,management,married,unknown,Female
3448,46,admin.,divorced,primary,Female
3449,35,technician,married,secondary,Female
3450,26,management,single,tertiary,Female
3451,45,blue-collar,single,secondary,Female
3452,29,management,single,tertiary,Male
3453,30,technician,single,tertiary,Female
3454,26,unemployed,single,tertiary,Female
3455,63,blue-collar,married,primary,Female
3456,37,unemployed,single,secondary,Female
3457,26,management,single,tertiary,Male
3458,54,admin.,married,unknown,Male
3459,30,admin.,single,secondary,Male
3460,61,retired,married,secondary,Male
3461,69,retired,married,secondary,Male
3462,76,self-employed,married,unknown,Male
3463,30,management,single,tertiary,Male
3464,64,retired,married,secondary,Male
3465,55,housemaid,married,secondary,Male
3466,55,technician,married,tertiary,Male
3467,29,management,single,tertiary,Male
3468,41,unemployed,married,tertiary,Male
3469,63,retired,married,primary,Male
3470,45,admin.,married,secondary,Male
3471,32,technician,single,tertiary,Male
3472,41,self-employed,married,tertiary,Male
3473,37,management,married,secondary,Male
3474,19,student,single,secondary,Male
3475,61,retired,divorced,secondary,Male
3476,40,unemployed,single,tertiary,Male
3477,30,management,married,tertiary,Male
3478,54,technician,married,tertiary,Female
3479,49,admin.,married,secondary,Female
3480,45,admin.,married,secondary,Female
3481,48,blue-collar,married,secondary,Female
3482,60,blue-collar,married,primary,Female
3483,34,unemployed,single,secondary,Female
3484,29,housemaid,single,tertiary,Female
3485,77,retired,married,tertiary,Female
3486,64,management,married,unknown,Female
3487,80,retired,married,primary,Female
3488,26,technician,single,tertiary,Female
3489,33,admin.,married,tertiary,Female
3490,41,technician,single,tertiary,Female
3491,28,management,single,tertiary,Male
3492,74,retired,married,secondary,Female
3493,29,student,single,unknown,Female
3494,72,retired,married,primary,Female
3495,18,student,single,unknown,Female
3496,46,blue-collar,married,secondary,Male
3497,37,technician,married,tertiary,Male
3498,37,management,married,tertiary,Male
3499,32,technician,married,secondary,Male
3500,51,technician,married,tertiary,Male
3501,77,unknown,married,unknown,Male
3502,35,management,married,tertiary,Male
3503,53,management,married,tertiary,Male
3504,46,management,married,tertiary,Male
3505,78,retired,divorced,secondary,Male
3506,34,technician,married,secondary,Male
3507,54,management,married,tertiary,Male
3508,33,services,married,secondary,Male
3509,23,student,single,unknown,Male
3510,34,technician,single,tertiary,Male
3511,32,unemployed,single,secondary,Male
3512,54,unknown,married,secondary,Male
3513,40,admin.,married,secondary,Male
3514,63,retired,divorced,tertiary,Male
3515,37,management,married,tertiary,Male
3516,48,blue-collar,married,secondary,Male
3517,28,technician,single,secondary,Female
3518,35,management,married,tertiary,Female
3519,29,management,single,tertiary,Female
3520,68,retired,married,secondary,Female
3521,53,blue-collar,single,secondary,Female
3522,37,technician,single,tertiary,Female
3523,58,admin.,married,secondary,Female
3524,37,management,married,tertiary,Female
3525,37,admin.,married,tertiary,Female
3526,34,admin.,married,secondary,Female
3527,50,admin.,married,secondary,Female
3528,56,management,married,primary,Female
3529,57,retired,married,primary,Female
3530,29,unemployed,single,primary,Male
3531,75,retired,married,tertiary,Female
3532,24,management,single,tertiary,Female
3533,46,management,married,tertiary,Female
3534,27,student,single,tertiary,Female
3535,52,management,married,tertiary,Male
3536,38,management,married,tertiary,Male
3537,33,management,single,tertiary,Male
3538,53,admin.,married,secondary,Male
3539,64,retired,married,secondary,Male
3540,84,retired,divorced,primary,Male
3541,62,retired,married,secondary,Male
3542,41,admin.,married,tertiary,Male
3543,29,admin.,single,secondary,Male
3544,53,technician,married,secondary,Male
3545,30,technician,single,secondary,Male
3546,37,management,married,tertiary,Male
3547,78,retired,married,unknown,Male
3548,47,blue-collar,married,secondary,Male
3549,61,technician,married,secondary,Male
3550,46,self-employed,married,secondary,Male
3551,31,unemployed,single,secondary,Male
3552,21,student,single,secondary,Male
3553,71,retired,married,primary,Male
3554,52,admin.,single,secondary,Male
3555,25,student,single,secondary,Male
3556,60,technician,married,secondary,Female
3557,30,admin.,single,secondary,Female
3558,29,unemployed,single,tertiary,Female
3559,52,management,married,tertiary,Female
3560,59,management,married,primary,Female
3561,38,technician,married,secondary,Female
3562,33,services,single,secondary,Female
3563,31,technician,single,secondary,Female
3564,40,technician,married,secondary,Female
3565,28,technician,married,secondary,Female
3566,66,management,married,unknown,Female
3567,32,admin.,single,secondary,Female
3568,67,retired,married,primary,Female
3569,39,unemployed,divorced,secondary,Male
3570,46,housemaid,married,secondary,Female
3571,54,retired,married,secondary,Female
3572,47,services,divorced,unknown,Female
3573,45,technician,married,secondary,Female
3574,63,blue-collar,married,secondary,Male
3575,60,unemployed,married,secondary,Male
3576,29,management,married,tertiary,Male
3577,33,services,single,unknown,Male
3578,48,housemaid,married,secondary,Male
3579,26,technician,single,tertiary,Male
3580,55,admin.,married,secondary,Male
3581,36,technician,married,secondary,Male
3582,33,admin.,single,tertiary,Male
3583,28,blue-collar,single,secondary,Male
3584,28,services,single,secondary,Male
3585,31,management,single,tertiary,Male
3586,28,management,single,tertiary,Male
3587,49,admin.,single,tertiary,Male
3588,27,blue-collar,single,tertiary,Male
3589,28,admin.,married,secondary,Male
3590,65,admin.,married,secondary,Male
3591,30,technician,single,secondary,Male
3592,38,admin.,married,secondary,Male
3593,36,technician,divorced,secondary,Male
3594,63,retired,divorced,secondary,Male
3595,63,retired,married,primary,Female
3596,28,management,single,tertiary,Female
3597,80,retired,married,secondary,Female
3598,39,blue-collar,married,secondary,Female
3599,31,management,single,tertiary,Female
3600,39,services,married,secondary,Female
3601,30,blue-collar,single,secondary,Female
3602,67,retired,married,unknown,Female
3603,29,blue-collar,single,secondary,Female
3604,36,management,married,tertiary,Female
3605,24,student,single,unknown,Female
3606,30,technician,single,secondary,Female
3607,21,student,single,unknown,Female
3608,27,admin.,single,unknown,Male
3609,56,admin.,married,secondary,Female
3610,66,admin.,married,secondary,Female
3611,71,retired,divorced,primary,Female
3612,26,services,single,tertiary,Female
3613,62,retired,married,primary,Male
3614,32,self-employed,single,tertiary,Male
3615,68,retired,divorced,primary,Male
3616,37,admin.,married,tertiary,Male
3617,27,management,single,tertiary,Male
3618,45,technician,single,tertiary,Male
3619,64,retired,married,secondary,Male
3620,38,student,divorced,tertiary,Male
3621,66,housemaid,married,primary,Male
3622,30,management,single,tertiary,Male
3623,39,technician,single,secondary,Male
3624,24,technician,single,secondary,Male
3625,49,technician,married,tertiary,Male
3626,34,management,married,tertiary,Male
3627,46,blue-collar,married,secondary,Male
3628,32,technician,single,tertiary,Male
3629,52,blue-collar,married,secondary,Male
3630,25,blue-collar,single,secondary,Male
3631,57,management,divorced,tertiary,Male
3632,64,retired,divorced,primary,Male
3633,33,management,single,tertiary,Male
3634,36,management,single,tertiary,Female
3635,59,management,married,tertiary,Female
3636,25,student,single,secondary,Female
3637,43,services,married,secondary,Female
3638,37,self-employed,single,tertiary,Female
3639,49,management,married,tertiary,Female
3640,42,technician,divorced,tertiary,Female
3641,27,blue-collar,single,secondary,Female
3642,29,technician,single,secondary,Female
3643,37,technician,married,tertiary,Female
3644,47,management,single,tertiary,Female
3645,38,management,single,tertiary,Female
3646,48,management,single,tertiary,Female
3647,55,housemaid,divorced,primary,Male
3648,39,technician,single,tertiary,Female
3649,49,admin.,single,secondary,Female
3650,68,retired,divorced,primary,Female
3651,45,management,married,unknown,Female
3652,67,retired,married,primary,Male
3653,60,retired,married,secondary,Male
3654,31,blue-collar,single,secondary,Male
3655,58,blue-collar,married,primary,Male
3656,41,admin.,married,secondary,Male
3657,23,services,single,secondary,Male
3658,35,unemployed,married,secondary,Male
3659,33,management,single,tertiary,Male
3660,32,technician,divorced,tertiary,Male
3661,48,admin.,single,secondary,Male
3662,43,management,single,tertiary,Male
3663,32,technician,single,tertiary,Male
3664,74,retired,divorced,primary,Male
3665,32,management,single,tertiary,Male
3666,63,retired,married,secondary,Male
3667,28,student,single,secondary,Male
3668,31,services,single,secondary,Male
3669,26,blue-collar,single,secondary,Male
3670,31,student,single,secondary,Male
3671,39,management,divorced,tertiary,Male
3672,28,services,single,secondary,Male
3673,30,technician,single,tertiary,Female
3674,24,admin.,single,tertiary,Female
3675,32,management,single,tertiary,Female
3676,46,management,divorced,tertiary,Female
3677,60,technician,married,secondary,Female
3678,37,technician,married,secondary,Female
3679,48,management,single,tertiary,Female
3680,52,services,married,secondary,Female
3681,29,management,single,tertiary,Female
3682,71,retired,divorced,unknown,Female
3683,47,management,single,tertiary,Female
3684,70,retired,married,primary,Female
3685,28,management,single,tertiary,Female
3686,31,self-employed,married,tertiary,Male
3687,80,retired,married,secondary,Female
3688,29,management,single,tertiary,Female
3689,23,student,single,secondary,Female
3690,34,services,single,secondary,Female
3691,69,retired,married,secondary,Male
3692,19,student,single,secondary,Male
3693,35,blue-collar,single,unknown,Male
3694,38,admin.,married,secondary,Male
3695,32,technician,single,unknown,Male
3696,50,unknown,married,unknown,Male
3697,27,technician,single,secondary,Male
3698,53,admin.,single,secondary,Male
3699,35,self-employed,married,tertiary,Male
3700,43,admin.,single,secondary,Male
3701,30,self-employed,single,tertiary,Male
3702,57,retired,married,secondary,Male
3703,31,management,single,tertiary,Male
3704,65,retired,divorced,secondary,Male
3705,25,blue-collar,single,secondary,Male
3706,33,management,single,tertiary,Male
3707,79,retired,divorced,primary,Male
3708,24,student,single,secondary,Male
3709,27,technician,single,secondary,Male
3710,36,management,single,unknown,Male
3711,26,blue-collar,single,secondary,Male
3712,51,management,married,tertiary,Female
3713,70,retired,divorced,primary,Female
3714,23,student,single,secondary,Female
3715,41,technician,single,secondary,Female
3716,53,technician,married,primary,Female
3717,86,retired,married,primary,Female
3718,27,student,single,unknown,Female
3719,34,technician,single,tertiary,Female
3720,68,retired,divorced,secondary,Female
3721,35,management,married,secondary,Female
3722,28,student,single,secondary,Female
3723,66,retired,married,secondary,Female
3724,30,management,single,tertiary,Female
3725,60,retired,divorced,tertiary,Male
3726,46,admin.,married,secondary,Female
3727,68,retired,married,secondary,Female
3728,63,blue-collar,married,secondary,Female
3729,29,student,single,secondary,Female
3730,35,services,married,secondary,Male
3731,64,retired,married,secondary,Male
3732,22,student,single,primary,Male
3733,19,student,single,secondary,Male
3734,31,management,divorced,tertiary,Male
3735,48,unemployed,married,secondary,Male
3736,33,technician,married,secondary,Male
3737,34,technician,married,secondary,Male
3738,46,technician,married,secondary,Male
3739,60,admin.,married,unknown,Male
3740,36,management,divorced,tertiary,Male
3741,32,entrepreneur,married,tertiary,Male
3742,45,management,married,tertiary,Male
3743,44,management,single,tertiary,Male
3744,57,retired,married,secondary,Male
3745,29,admin.,single,secondary,Male
3746,31,unemployed,divorced,tertiary,Male
3747,54,blue-collar,married,secondary,Male
3748,49,management,divorced,tertiary,Male
3749,35,admin.,single,secondary,Male
3750,24,admin.,single,secondary,Male
3751,43,management,married,tertiary,Female
3752,34,unemployed,single,tertiary,Female
3753,27,admin.,married,tertiary,Female
3754,54,management,divorced,tertiary,Female
3755,38,management,married,tertiary,Female
3756,34,technician,single,secondary,Female
3757,93,retired,married,unknown,Female
3758,36,management,married,tertiary,Female
3759,33,admin.,single,tertiary,Female
3760,35,management,married,tertiary,Female
3761,41,admin.,married,secondary,Female
3762,36,technician,divorced,secondary,Female
3763,30,student,single,tertiary,Female
3764,41,technician,single,tertiary,Male
3765,29,management,single,tertiary,Female
3766,82,retired,married,primary,Female
3767,37,technician,married,secondary,Female
3768,46,admin.,married,unknown,Female
3769,44,self-employed,divorced,secondary,Male
3770,61,self-employed,married,tertiary,Male
3771,33,management,single,tertiary,Male
3772,23,management,single,tertiary,Male
3773,45,technician,married,secondary,Male
3774,61,retired,married,secondary,Male
3775,40,admin.,married,secondary,Male
3776,82,housemaid,divorced,primary,Male
3777,27,technician,single,secondary,Male
3778,26,technician,married,secondary,Male
3779,27,student,single,tertiary,Male
3780,53,blue-collar,married,primary,Male
3781,54,management,married,tertiary,Male
3782,64,retired,married,secondary,Male
3783,57,technician,married,tertiary,Male
3784,31,management,single,tertiary,Male
3785,61,admin.,married,unknown,Male
3786,35,unemployed,single,tertiary,Male
3787,77,retired,married,secondary,Male
3788,36,services,married,secondary,Male
3789,32,management,married,tertiary,Male
3790,61,management,married,unknown,Female
3791,69,retired,single,tertiary,Female
3792,69,technician,married,tertiary,Female
3793,34,admin.,married,tertiary,Female
3794,45,management,single,tertiary,Female
3795,64,retired,married,primary,Female
3796,35,technician,single,secondary,Female
3797,22,student,single,unknown,Female
3798,34,management,single,tertiary,Female
3799,34,management,married,secondary,Female
3800,55,technician,married,unknown,Female
3801,53,admin.,single,secondary,Female
3802,63,management,married,tertiary,Female
3803,37,management,single,tertiary,Male
3804,29,student,single,secondary,Female
3805,29,student,single,tertiary,Female
3806,38,management,married,tertiary,Female
3807,62,retired,married,secondary,Female
3808,34,technician,married,secondary,Male
3809,56,services,married,secondary,Male
3810,48,housemaid,single,primary,Male
3811,42,management,married,tertiary,Male
3812,68,retired,married,tertiary,Male
3813,43,blue-collar,married,primary,Male
3814,62,retired,married,secondary,Male
3815,68,retired,married,tertiary,Male
3816,38,management,married,tertiary,Male
3817,63,entrepreneur,married,secondary,Male
3818,48,admin.,married,secondary,Male
3819,45,admin.,married,secondary,Male
3820,59,unemployed,married,secondary,Male
3821,35,unemployed,single,tertiary,Male
3822,32,management,married,tertiary,Male
3823,93,retired,married,unknown,Male
3824,33,technician,married,secondary,Male
3825,48,housemaid,single,primary,Male
3826,38,services,married,secondary,Male
3827,29,management,single,tertiary,Male
3828,38,technician,married,secondary,Male
3829,41,technician,single,tertiary,Female
3830,57,technician,divorced,secondary,Female
3831,53,management,married,tertiary,Female
3832,56,management,divorced,tertiary,Female
3833,33,technician,single,secondary,Female
3834,41,management,married,tertiary,Female
3835,34,admin.,divorced,secondary,Female
3836,29,housemaid,single,tertiary,Female
3837,34,management,single,tertiary,Female
3838,21,entrepreneur,single,tertiary,Female
3839,37,management,married,tertiary,Female
3840,33,student,married,secondary,Female
3841,45,management,married,secondary,Female
3842,61,blue-collar,married,primary,Male
3843,22,student,single,secondary,Female
3844,37,management,married,secondary,Female
3845,45,admin.,married,secondary,Female
3846,35,admin.,single,secondary,Female
3847,28,blue-collar,single,secondary,Male
3848,31,blue-collar,single,secondary,Male
3849,62,management,married,tertiary,Male
3850,47,management,married,tertiary,Male
3851,57,admin.,married,unknown,Male
3852,60,technician,married,secondary,Male
3853,25,student,single,secondary,Male
3854,40,blue-collar,married,secondary,Male
3855,33,management,married,tertiary,Male
3856,53,unemployed,married,secondary,Male
3857,30,technician,single,tertiary,Male
3858,36,student,single,unknown,Male
3859,56,technician,divorced,secondary,Male
3860,38,entrepreneur,single,secondary,Male
3861,29,admin.,single,secondary,Male
3862,61,retired,married,secondary,Male
3863,62,blue-collar,married,secondary,Male
3864,24,student,single,secondary,Male
3865,65,entrepreneur,married,tertiary,Male
3866,70,retired,married,primary,Male
3867,60,technician,married,secondary,Male
3868,30,student,single,secondary,Female
3869,51,management,married,tertiary,Female
3870,36,self-employed,single,tertiary,Female
3871,42,management,married,tertiary,Female
3872,58,management,married,secondary,Female
3873,43,blue-collar,married,secondary,Female
3874,77,retired,married,primary,Female
3875,34,blue-collar,married,secondary,Female
3876,35,blue-collar,married,secondary,Female
3877,39,blue-collar,married,secondary,Female
3878,35,self-employed,married,tertiary,Female
3879,41,admin.,married,secondary,Female
3880,25,student,single,unknown,Female
3881,51,blue-collar,married,secondary,Male
3882,48,unemployed,married,secondary,Female
3883,26,unemployed,single,secondary,Female
3884,55,unknown,married,secondary,Female
3885,49,services,married,primary,Female
3886,29,self-employed,single,tertiary,Male
3887,67,housemaid,divorced,secondary,Male
3888,42,admin.,divorced,secondary,Male
3889,35,management,married,tertiary,Male
3890,37,technician,married,tertiary,Male
3891,35,management,divorced,tertiary,Male
3892,61,retired,married,secondary,Male
3893,60,services,married,tertiary,Male
3894,33,technician,married,secondary,Male
3895,27,blue-collar,single,secondary,Male
3896,24,student,single,secondary,Male
3897,57,retired,married,tertiary,Male
3898,63,admin.,married,secondary,Male
3899,61,housemaid,married,primary,Male
3900,52,self-employed,married,tertiary,Male
3901,34,admin.,single,tertiary,Male
3902,28,management,single,tertiary,Male
3903,60,management,married,tertiary,Male
3904,32,admin.,married,secondary,Male
3905,34,management,married,tertiary,Male
3906,31,services,single,secondary,Male
3907,28,blue-collar,single,secondary,Female
3908,55,admin.,married,secondary,Female
3909,65,retired,married,primary,Female
3910,37,management,married,tertiary,Female
3911,35,management,single,tertiary,Female
3912,33,admin.,single,tertiary,Female
3913,75,retired,married,primary,Female
3914,48,unknown,single,unknown,Female
3915,33,entrepreneur,single,tertiary,Female
3916,38,management,married,tertiary,Female
3917,25,student,single,secondary,Female
3918,41,unemployed,single,tertiary,Female
3919,25,student,single,secondary,Female
3920,27,student,single,tertiary,Male
3921,49,admin.,single,tertiary,Female
3922,43,technician,married,secondary,Female
3923,52,management,married,unknown,Female
3924,48,management,married,tertiary,Female
3925,29,unemployed,single,unknown,Male
3926,43,admin.,single,secondary,Male
3927,65,admin.,married,secondary,Male
3928,72,retired,married,secondary,Male
3929,26,technician,single,secondary,Male
3930,37,services,married,secondary,Male
3931,37,management,married,tertiary,Male
3932,28,management,single,tertiary,Male
3933,61,retired,married,primary,Male
3934,32,blue-collar,married,primary,Male
3935,51,management,single,tertiary,Male
3936,38,admin.,married,secondary,Male
3937,34,management,divorced,tertiary,Male
3938,60,unemployed,married,secondary,Male
3939,24,student,single,secondary,Male
3940,36,management,married,tertiary,Male
3941,46,student,single,unknown,Male
3942,80,retired,married,secondary,Male
3943,37,management,single,tertiary,Male
3944,39,management,married,tertiary,Male
3945,62,retired,married,secondary,Male
3946,84,retired,married,tertiary,Female
3947,24,student,single,tertiary,Female
3948,24,student,single,secondary,Female
3949,28,management,married,tertiary,Female
3950,31,management,married,tertiary,Female
3951,33,unemployed,single,secondary,Female
3952,33,admin.,single,secondary,Female
3953,64,retired,married,primary,Female
3954,48,technician,married,primary,Female
3955,28,admin.,married,secondary,Female
3956,28,student,single,tertiary,Female
3957,69,retired,married,unknown,Female
3958,28,management,single,tertiary,Female
3959,24,admin.,single,secondary,Male
3960,52,unemployed,married,secondary,Female
3961,37,services,single,tertiary,Female
3962,25,student,single,secondary,Female
3963,58,management,married,tertiary,Female
3964,62,retired,married,tertiary,Male
3965,41,admin.,married,secondary,Male
3966,28,management,single,tertiary,Male
3967,75,retired,married,primary,Male
3968,21,student,single,unknown,Male
3969,40,entrepreneur,married,tertiary,Male
3970,35,blue-collar,married,secondary,Male
3971,49,management,married,tertiary,Male
3972,39,management,married,unknown,Male
3973,63,admin.,divorced,secondary,Male
3974,38,management,married,tertiary,Male
3975,72,retired,married,tertiary,Male
3976,31,management,single,tertiary,Male
3977,49,technician,married,tertiary,Male
3978,29,management,married,tertiary,Male
3979,39,admin.,divorced,secondary,Male
3980,78,retired,divorced,primary,Male
3981,61,housemaid,married,primary,Male
3982,60,retired,married,secondary,Male
3983,58,management,divorced,unknown,Male
3984,67,retired,married,secondary,Male
3985,20,student,single,unknown,Female
3986,28,admin.,single,secondary,Female
3987,41,management,married,tertiary,Female
3988,31,student,single,tertiary,Female
3989,37,management,divorced,tertiary,Female
3990,81,retired,married,primary,Female
3991,46,management,divorced,tertiary,Female
3992,46,services,married,primary,Female
3993,44,management,divorced,tertiary,Female
3994,23,technician,single,secondary,Female
3995,40,entrepreneur,married,secondary,Female
3996,27,management,married,tertiary,Female
3997,60,admin.,married,secondary,Female
3998,55,management,married,secondary,Male
3999,43,unemployed,married,secondary,Female
4000,26,management,single,tertiary,Female
4001,25,management,single,tertiary,Female
4002,31,housemaid,married,secondary,Female
4003,54,services,single,secondary,Male
4004,29,unemployed,single,secondary,Male
4005,36,admin.,single,secondary,Male
4006,59,management,married,tertiary,Male
4007,37,blue-collar,single,unknown,Male
4008,28,management,single,tertiary,Male
4009,35,admin.,single,secondary,Male
4010,32,blue-collar,single,secondary,Male
4011,49,management,married,tertiary,Male
4012,50,services,married,secondary,Male
4013,55,services,divorced,secondary,Male
4014,81,retired,divorced,primary,Male
4015,24,management,single,tertiary,Male
4016,38,services,married,secondary,Male
4017,61,retired,married,secondary,Male
4018,67,retired,married,primary,Male
4019,28,management,single,tertiary,Male
4020,29,services,single,secondary,Male
4021,31,student,single,secondary,Male
4022,71,retired,married,secondary,Male
4023,33,self-employed,married,tertiary,Male
4024,47,self-employed,married,tertiary,Female
4025,39,management,married,tertiary,Female
4026,26,unemployed,single,tertiary,Female
4027,22,admin.,single,secondary,Female
4028,34,management,single,tertiary,Female
4029,32,student,single,secondary,Female
4030,48,services,divorced,unknown,Female
4031,32,technician,single,unknown,Female
4032,58,admin.,divorced,secondary,Female
4033,48,admin.,married,secondary,Female
4034,28,unknown,single,unknown,Female
4035,36,technician,single,secondary,Female
4036,67,retired,married,secondary,Female
4037,30,management,single,tertiary,Male
4038,27,admin.,married,tertiary,Female
4039,31,management,married,tertiary,Female
4040,27,student,single,secondary,Female
4041,33,management,single,tertiary,Female
4042,36,management,single,tertiary,Male
4043,62,self-employed,divorced,tertiary,Male
4044,29,self-employed,single,tertiary,Male
4045,26,blue-collar,single,secondary,Male
4046,59,technician,married,secondary,Male
4047,51,management,married,tertiary,Male
4048,27,technician,single,secondary,Male
4049,60,retired,divorced,secondary,Male
4050,42,unemployed,married,secondary,Male
4051,47,admin.,married,secondary,Male
4052,43,unemployed,married,tertiary,Male
4053,22,management,single,tertiary,Male
4054,34,technician,married,secondary,Male
4055,39,admin.,divorced,secondary,Male
4056,27,management,single,tertiary,Male
4057,49,blue-collar,married,secondary,Male
4058,42,management,married,unknown,Male
4059,64,management,married,tertiary,Male
4060,44,management,single,tertiary,Male
4061,64,retired,divorced,secondary,Male
4062,29,student,single,secondary,Male
4063,52,management,married,secondary,Female
4064,52,technician,married,secondary,Female
4065,54,management,divorced,tertiary,Female
4066,37,management,married,tertiary,Female
4067,48,admin.,married,secondary,Female
4068,28,technician,single,tertiary,Female
4069,77,retired,married,secondary,Female
4070,63,retired,single,tertiary,Female
4071,34,technician,single,secondary,Female
4072,29,blue-collar,single,tertiary,Female
4073,38,management,married,tertiary,Female
4074,47,admin.,single,secondary,Female
4075,63,retired,married,secondary,Female
4076,30,management,single,tertiary,Male
4077,74,retired,married,secondary,Female
4078,31,admin.,single,secondary,Female
4079,33,admin.,married,secondary,Female
4080,25,student,single,secondary,Female
4081,78,management,married,unknown,Male
4082,26,management,single,tertiary,Male
4083,47,admin.,married,secondary,Male
4084,56,admin.,divorced,secondary,Male
4085,54,technician,married,tertiary,Male
4086,46,technician,married,unknown,Male
4087,47,management,married,tertiary,Male
4088,24,student,single,secondary,Male
4089,70,retired,married,secondary,Male
4090,63,entrepreneur,married,secondary,Male
4091,22,student,single,secondary,Male
4092,38,technician,married,tertiary,Male
4093,44,entrepreneur,married,tertiary,Male
4094,52,technician,married,tertiary,Male
4095,35,technician,married,secondary,Male
4096,29,admin.,single,secondary,Male
4097,41,unemployed,single,tertiary,Male
4098,62,retired,married,tertiary,Male
4099,62,blue-collar,married,secondary,Male
4100,38,entrepreneur,single,secondary,Male
4101,36,admin.,divorced,secondary,Male
4102,34,blue-collar,married,secondary,Female
4103,60,services,married,tertiary,Female
4104,32,services,single,secondary,Female
4105,29,management,single,secondary,Female
4106,32,blue-collar,married,secondary,Female
4107,75,retired,divorced,tertiary,Female
4108,29,management,single,tertiary,Female
4109,68,retired,married,secondary,Female
4110,25,student,single,secondary,Female
4111,36,management,single,secondary,Female
4112,38,technician,married,secondary,Female
4113,53,management,married,tertiary,Female
4114,34,admin.,single,secondary,Female
4115,23,student,single,tertiary,Male
4116,73,retired,married,secondary,Female
