user,default,balance,housing,loan
2792,no,309,no,no
2793,no,6807,no,no
2794,no,6746,no,no
2795,no,375,no,no
2796,no,658,yes,no
2797,no,371,yes,yes
2798,no,2693,no,no
2799,no,329,no,no
2800,no,79,yes,no
2801,no,0,no,no
2802,no,6281,no,no
2803,no,775,no,no
2804,no,411,no,no
2805,no,2144,no,no
2806,no,431,no,no
2807,no,123,no,yes
2808,no,3792,no,no
2809,no,4807,no,no
2810,no,8603,no,no
2811,no,2178,no,no
2812,no,2991,no,no
2813,no,4174,no,no
2814,no,10925,no,no
2815,no,2411,yes,no
2816,no,14646,no,no
2817,no,86,no,no
2818,no,11115,no,no
2819,no,6900,no,no
2820,no,5878,no,no
2821,no,1780,yes,no
2822,no,183,no,no
2823,no,3648,no,no
2824,no,4112,no,no
2825,no,542,no,no
2826,no,243,no,no
2827,no,942,no,no
2828,no,254,no,no
2829,no,0,yes,no
2830,no,0,no,no
2831,no,992,yes,no
2832,no,23,no,no
2833,no,732,no,no
2834,no,4629,yes,no
2835,no,0,no,no
2836,no,70,no,no
2837,no,5063,no,no
2838,no,4572,no,no
2839,no,129,no,no
2840,no,4984,no,no
2841,no,1004,no,no
2842,no,4787,no,no
2843,no,914,yes,no
2844,no,2326,no,no
2845,no,81,yes,no
2846,no,203,no,no
2847,no,3951,no,no
2848,no,240,yes,no
2849,no,338,no,no
2850,no,0,no,no
2851,no,0,no,no
2852,no,944,no,no
2853,no,5,no,no
2854,no,697,no,no
2855,no,1948,no,no
2856,no,3654,no,no
2857,no,551,no,no
2858,no,997,no,no
2859,no,477,yes,no
2860,no,3663,no,no
2861,no,853,no,no
2862,no,8278,no,no
2863,no,7458,no,no
2864,no,44,no,no
2865,no,1193,no,no
2866,no,230,no,no
2867,no,8729,no,no
2868,no,2384,no,no
2869,no,3401,no,no
2870,no,881,no,no
2871,no,1522,no,no
2872,no,4243,no,no
2873,no,473,no,yes
2874,no,5462,no,no
2875,no,4412,no,no
2876,no,10332,no,no
2877,no,0,yes,yes
2878,no,238,no,no
2879,no,62,yes,no
2880,no,2398,yes,no
2881,no,704,no,no
2882,no,506,no,no
2883,no,2352,no,no
2884,no,938,no,no
2885,no,1720,no,no
2886,no,1492,no,no
2887,no,1778,no,no
2888,no,0,no,no
2889,no,942,no,no
2890,no,556,yes,no
2891,no,10541,no,no
2892,no,1536,no,no
2893,no,235,no,no
2894,no,935,no,no
2895,no,10861,no,no
2896,no,2331,no,no
2897,no,1228,no,no
2898,no,125,no,no
2899,no,2816,no,no
2900,no,0,no,no
2901,no,22867,yes,no
2902,no,1311,no,no
2903,no,94,no,no
2904,no,0,no,no
2905,no,3371,no,no
2906,no,943,no,no
2907,no,9366,no,no
2908,no,6746,no,no
2909,no,1076,no,no
2910,no,0,yes,no
2911,no,1624,no,no
2912,no,801,no,no
2913,no,1070,yes,no
2914,no,123,no,no
2915,no,3623,no,no
2916,no,533,no,no
2917,no,994,yes,no
2918,no,386,no,no
2919,no,1026,no,no
2920,no,2424,no,no
2921,no,1331,no,no
2922,no,2206,no,no
2923,no,0,no,no
2924,no,4693,no,yes
2925,no,1230,yes,no
2926,no,3417,no,no
2927,no,1767,yes,no
2928,no,5291,no,no
2929,no,3403,yes,no
2930,no,133,no,no
2931,no,4745,no,no
2932,no,3324,no,no
2933,no,5220,no,no
2934,no,2600,no,no
2935,no,260,yes,no
2936,no,608,no,no
2937,no,462,no,no
2938,no,14,no,no
2939,no,1146,no,no
2940,no,181,no,no
2941,no,3114,no,no
2942,no,376,no,no
2943,no,9367,no,no
2944,no,382,no,no
2945,no,920,no,no
2946,no,129,yes,yes
2947,no,169,no,no
2948,no,679,no,no
2949,no,535,no,no
2950,no,3115,no,no
2951,no,1234,no,no
2952,no,197,no,no
2953,no,3186,no,no
2954,no,3160,yes,no
2955,no,195,no,no
2956,no,6027,no,no
2957,no,764,yes,no
2958,no,583,no,no
2959,no,0,no,no
2960,no,5715,no,no
2961,no,1204,no,no
2962,no,4922,yes,no
2963,no,234,no,no
2964,no,9421,no,no
2965,no,4198,no,no
2966,no,3576,no,no
2967,no,1925,no,no
2968,no,1129,no,no
2969,no,265,yes,no
2970,no,38,no,no
2971,no,1982,yes,yes
2972,no,3399,no,no
2973,no,691,no,no
2974,no,330,no,no
2975,no,318,no,no
2976,no,644,no,no
2977,no,4,yes,no
2978,no,1165,no,no
2979,no,4708,no,no
2980,no,2820,no,no
2981,no,1147,no,no
2982,no,980,yes,no
2983,no,2983,no,no
2984,no,339,no,no
2985,no,1940,no,no
2986,no,1445,no,no
2987,no,294,no,no
2988,no,5887,no,no
2989,no,11891,no,no
2990,no,78,no,no
2991,no,733,yes,no
2992,no,5028,no,no
2993,no,481,no,no
2994,no,314,no,no
2995,no,684,yes,no
2996,no,1681,no,no
2997,no,10250,yes,no
2998,no,254,no,no
2999,no,0,yes,no
3000,no,307,no,no
3001,no,957,no,no
3002,no,155,no,no
3003,no,614,no,no
3004,no,426,no,no
3005,no,8304,no,no
3006,no,4721,no,no
3007,no,395,no,no
3008,no,3588,yes,no
3009,no,2540,no,no
3010,no,883,yes,no
3011,no,4402,no,no
3012,no,256,no,no
3013,no,43,no,no
3014,no,3856,no,no
3015,no,3025,no,no
3016,no,2326,no,no
3017,no,925,no,no
3018,no,1961,no,no
3019,no,2037,no,no
3020,no,459,no,no
3021,no,572,no,no
3022,no,452,no,no
3023,no,5313,no,no
3024,no,1533,no,no
3025,no,1337,no,no
3026,no,2986,no,no
3027,no,1230,no,no
3028,no,538,no,no
3029,no,5108,yes,no
3030,no,1341,no,no
3031,no,320,no,no
3032,no,131,yes,no
3033,no,2074,no,no
3034,no,1443,no,no
3035,no,3338,yes,no
3036,no,661,no,no
3037,no,7105,no,no
3038,no,3735,no,no
3039,no,538,no,no
3040,no,4657,no,no
3041,no,5,no,no
3042,no,230,no,no
3043,no,1808,no,no
3044,no,81204,no,no
3045,no,3518,no,no
3046,no,25,yes,no
3047,no,2551,no,no
3048,no,11303,no,no
3049,no,2724,no,no
3050,no,755,no,no
3051,no,718,yes,no
3052,no,870,no,no
3053,no,978,no,no
3054,no,544,no,no
3055,no,461,no,no
3056,no,2795,no,no
3057,no,139,no,yes
3058,no,1044,no,no
3059,no,1633,no,no
3060,no,6513,yes,no
3061,no,1388,no,no
3062,no,15,no,no
3063,no,2544,no,no
3064,no,2007,no,no
3065,no,2166,no,no
3066,no,4579,no,no
3067,no,2488,no,no
3068,no,2190,no,no
3069,no,254,no,no
3070,no,1579,no,no
3071,no,330,no,no
3072,no,938,no,no
3073,no,5372,yes,no
3074,no,3176,no,no
3075,no,496,no,no
3076,no,0,no,no
3077,no,482,no,no
3078,no,180,no,no
3079,no,4198,no,no
3080,no,817,no,no
3081,no,5021,no,no
3082,no,991,no,no
3083,no,133,no,no
3084,no,366,no,no
3085,no,979,yes,no
3086,no,2939,no,no
3087,no,4803,no,no
3088,no,1255,no,no
3089,no,8556,no,no
3090,no,588,no,no
3091,no,994,yes,no
3092,no,820,no,no
3093,no,203,no,no
3094,no,86,no,no
3095,no,2855,no,no
3096,no,474,no,no
3097,no,203,no,no
3098,no,7005,yes,no
3099,no,775,no,no
3100,no,4112,no,no
3101,no,255,no,no
3102,no,243,no,no
3103,no,942,no,no
3104,no,1180,no,no
3105,no,992,yes,no
3106,no,70,no,no
3107,no,4629,yes,no
3108,no,829,no,no
3109,no,0,no,no
3110,no,2776,yes,no
3111,no,279,no,no
3112,no,129,no,no
3113,no,157,no,no
3114,no,659,no,no
3115,no,2493,no,no
3116,no,3949,no,no
3117,no,997,no,no
3118,no,1699,no,no
3119,no,1181,no,no
3120,no,0,no,no
3121,no,0,no,no
3122,no,1948,no,no
3123,no,306,no,no
3124,no,18967,yes,no
3125,no,261,yes,yes
3126,no,694,no,no
3127,no,202,no,no
3128,no,4831,no,no
3129,no,264,no,no
3130,no,278,no,no
3131,no,7802,no,no
3132,no,3629,no,no
3133,no,547,no,no
3134,no,4468,no,no
3135,no,1989,no,no
3136,no,2645,no,no
3137,no,4060,no,no
3138,no,303,yes,no
3139,no,2600,no,no
3140,no,1818,yes,yes
3141,no,728,no,no
3142,no,955,no,yes
3143,no,265,yes,yes
3144,no,123,no,no
3145,no,4807,no,no
3146,no,205,no,no
3147,no,2812,no,no
3148,no,6571,no,no
3149,no,2758,no,no
3150,no,2037,no,no
3151,no,0,no,no
3152,no,2223,no,no
3153,no,1085,no,no
3154,no,602,no,no
3155,no,1646,yes,no
3156,no,415,no,no
3157,no,2354,no,no
3158,no,318,no,no
3159,no,1730,yes,no
3160,no,448,no,no
3161,no,994,no,no
3162,no,19,no,no
3163,no,1625,no,no
3164,no,1144,yes,no
3165,no,897,yes,no
3166,no,704,no,no
3167,no,1996,no,no
3168,no,216,no,no
3169,no,1206,no,no
3170,no,1855,no,no
3171,no,62,no,no
3172,no,1536,no,no
3173,no,824,yes,no
3174,no,235,no,no
3175,no,108,no,no
3176,no,2331,no,no
3177,no,390,no,no
3178,no,-32,no,yes
3179,no,172,yes,no
3180,no,10541,no,no
3181,no,480,no,no
3182,no,2374,yes,no
3183,no,479,no,no
3184,no,94,no,no
3185,no,417,no,no
3186,no,2557,yes,no
3187,no,589,yes,no
3188,no,201,no,no
3189,no,2885,no,no
3190,no,2155,no,yes
3191,no,902,yes,no
3192,no,1791,no,no
3193,no,2206,no,no
3194,no,5291,no,no
3195,no,638,no,no
3196,no,4448,no,no
3197,no,5267,no,no
3198,no,3324,no,no
3199,no,61,yes,no
3200,no,0,yes,no
3201,no,116,no,no
3202,no,413,yes,no
3203,no,353,no,no
3204,no,1712,no,no
3205,no,523,no,no
3206,no,1454,yes,no
3207,no,9367,no,no
3208,no,291,no,no
3209,no,846,no,no
3210,no,341,no,no
3211,no,113,no,no
3212,no,13014,no,no
3213,no,632,no,no
3214,no,27696,no,no
3215,no,3715,no,no
3216,no,4675,no,no
3217,no,3271,no,no
3218,no,123,no,no
3219,no,10185,no,no
3220,no,1026,no,no
3221,no,905,no,no
3222,no,775,no,no
3223,no,926,no,no
3224,no,349,no,no
3225,no,484,yes,no
3226,no,1830,yes,no
3227,no,2987,yes,no
3228,no,197,no,no
3229,no,431,no,no
3230,no,169,no,no
3231,no,226,yes,no
3232,no,2424,no,no
3233,no,1234,no,no
3234,no,271,yes,no
3235,no,-69,yes,no
3236,no,1562,no,no
3237,no,52587,no,no
3238,no,535,no,no
3239,no,2159,no,no
3240,no,195,yes,no
3241,no,154,yes,no
3242,no,681,no,no
3243,no,2326,no,yes
3244,no,961,no,yes
3245,no,2532,yes,yes
3246,no,455,yes,no
3247,no,2013,no,no
3248,no,1568,yes,no
3249,no,1215,no,no
3250,no,121,no,no
3251,no,1,no,no
3252,no,597,no,no
3253,no,763,no,no
3254,no,326,no,no
3255,no,1380,no,no
3256,no,0,no,no
3257,no,368,no,no
3258,no,438,no,no
3259,no,483,no,no
3260,no,7620,no,no
3261,no,805,no,no
3262,no,0,yes,no
3263,no,302,yes,yes
3264,no,215,no,no
3265,no,5473,no,no
3266,no,106,no,no
3267,no,2346,no,no
3268,no,3219,no,no
3269,no,2227,no,no
3270,no,6610,no,no
3271,no,195,yes,no
3272,no,973,no,no
3273,no,7766,yes,no
3274,no,948,no,no
3275,no,2149,yes,no
3276,no,1413,no,no
3277,no,117,no,no
3278,no,0,no,no
3279,no,71,no,no
3280,no,1938,no,yes
3281,no,5359,no,no
3282,no,519,no,no
3283,no,-46,yes,no
3284,no,1075,no,no
3285,no,91,no,no
3286,no,598,yes,no
3287,no,1027,yes,no
3288,no,235,no,no
3289,no,2,no,no
3290,no,4945,yes,no
3291,no,311,no,no
3292,no,154,no,no
3293,no,712,no,no
3294,no,7585,no,no
3295,no,2489,yes,no
3296,no,2896,no,no
3297,no,354,no,no
3298,no,2667,yes,no
3299,no,144,no,no
3300,no,760,yes,no
3301,no,1050,no,no
3302,no,5296,no,no
3303,no,12980,no,no
3304,no,509,no,no
3305,no,1644,no,no
3306,no,451,no,no
3307,no,53,no,no
3308,no,334,no,no
3309,no,6771,no,no
3310,no,52,yes,no
3311,no,2240,no,no
3312,no,4761,no,no
3313,no,1570,yes,no
3314,no,588,no,no
3315,no,957,no,no
3316,no,224,no,no
3317,no,2161,no,no
3318,no,426,no,no
3319,no,147,no,no
3320,no,508,no,no
3321,no,294,yes,no
3322,no,1825,no,no
3323,no,158,no,no
3324,no,0,yes,no
3325,no,4721,no,no
3326,no,282,no,no
3327,no,108,no,no
3328,no,187,no,no
3329,no,3764,no,no
3330,no,1416,no,no
3331,no,2801,yes,yes
3332,no,494,no,no
3333,no,1978,no,no
3334,no,155,no,no
3335,no,4608,no,no
3336,no,951,no,yes
3337,no,495,no,no
3338,no,1843,no,no
3339,no,262,no,no
3340,no,0,no,no
3341,no,3561,no,no
3342,no,465,yes,no
3343,no,76,no,no
3344,no,1796,no,no
3345,no,874,yes,no
3346,no,2140,no,no
3347,no,295,no,no
3348,no,304,no,no
3349,no,624,no,no
3350,no,303,no,no
3351,no,273,yes,no
3352,no,3342,no,no
3353,no,1227,no,no
3354,no,283,yes,no
3355,no,3384,no,no
3356,no,2367,no,no
3357,no,5958,yes,no
3358,no,3735,no,no
3359,no,2693,no,no
3360,no,655,no,no
3361,no,1681,no,no
3362,no,866,no,no
3363,no,774,no,no
3364,no,2678,no,no
3365,no,3371,no,no
3366,no,10583,no,no
3367,no,4176,no,no
3368,no,334,yes,no
3369,no,393,no,no
3370,no,916,no,no
3371,no,832,no,no
3372,no,3287,no,no
3373,no,488,no,no
3374,no,1947,no,no
3375,no,558,yes,no
3376,no,235,no,no
3377,no,288,no,no
3378,no,6036,no,no
3379,no,3,yes,yes
3380,no,0,no,no
3381,no,81204,no,no
3382,no,5236,no,no
3383,no,2466,no,no
3384,no,1348,no,yes
3385,no,7929,no,no
3386,no,70,yes,no
3387,no,459,no,no
3388,no,2102,yes,no
3389,no,394,no,no
3390,no,4126,no,no
3391,no,224,no,no
3392,no,9001,no,no
3393,no,560,no,no
3394,no,102,yes,no
3395,no,1088,yes,no
3396,no,562,yes,yes
3397,no,718,yes,no
3398,no,230,no,no
3399,no,-67,yes,no
3400,no,3848,yes,no
3401,no,579,no,no
3402,no,1646,no,no
3403,no,1229,no,no
3404,no,129,no,no
3405,no,197,yes,no
3406,no,3779,no,no
3407,no,2016,no,no
3408,no,436,no,no
3409,no,413,no,no
3410,no,116,no,no
3411,no,62,no,no
3412,no,107,no,no
3413,no,497,no,no
3414,no,2557,yes,no
3415,no,2646,no,no
3416,no,3771,no,no
3417,no,1066,no,no
3418,no,1,no,no
3419,no,232,no,no
3420,no,1177,no,no
3421,no,603,no,yes
3422,no,736,yes,no
3423,no,129,no,no
3424,no,-115,yes,no
3425,no,104,no,yes
3426,no,589,no,no
3427,no,3472,no,no
3428,no,2845,yes,no
3429,no,7529,no,no
3430,no,309,no,no
3431,no,0,yes,no
3432,no,1672,yes,no
3433,no,1711,no,no
3434,no,1295,no,no
3435,no,2046,no,no
3436,no,455,no,no
3437,no,722,no,no
3438,no,371,yes,yes
3439,no,997,no,no
3440,no,206,no,no
3441,no,820,no,no
3442,no,410,no,no
3443,no,1216,yes,no
3444,no,11115,no,no
3445,no,796,no,no
3446,no,5037,no,no
3447,no,1780,yes,no
3448,no,429,yes,no
3449,no,2779,no,no
3450,no,222,no,no
3451,no,0,yes,no
3452,no,1445,no,no
3453,no,655,no,no
3454,no,77,no,no
3455,no,115,no,no
3456,no,2722,no,no
3457,no,1438,no,no
3458,no,140,no,no
3459,no,915,yes,no
3460,no,1058,no,no
3461,no,0,no,no
3462,no,4984,no,no
3463,no,697,no,no
3464,no,4787,no,no
3465,no,962,yes,no
3466,no,1320,no,no
3467,no,2955,no,no
3468,no,0,no,no
3469,no,12067,no,no
3470,no,3006,no,no
3471,no,388,no,no
3472,no,0,yes,no
3473,no,565,no,no
3474,no,329,no,no
3475,no,4243,no,no
3476,no,72,no,no
3477,no,4328,no,no
3478,no,395,no,no
3479,no,0,no,no
3480,no,205,no,no
3481,no,1730,yes,no
3482,no,5,no,no
3483,no,1965,no,no
3484,no,19,no,no
3485,no,7802,no,no
3486,no,2352,no,no
3487,no,155,no,no
3488,no,401,no,no
3489,no,79,yes,no
3490,no,1646,yes,no
3491,no,437,no,no
3492,no,935,no,no
3493,no,2929,no,no
3494,no,2304,no,no
3495,no,348,no,no
3496,no,640,yes,no
3497,no,88,no,no
3498,no,2283,no,no
3499,no,473,no,yes
3500,no,0,no,no
3501,no,397,no,no
3502,no,62,no,no
3503,no,3634,no,no
3504,no,273,yes,no
3505,no,3417,no,no
3506,no,133,no,no
3507,no,1624,no,no
3508,no,386,no,no
3509,no,2530,no,no
3510,no,2838,yes,no
3511,no,1026,yes,no
3512,no,2206,no,no
3513,no,260,yes,no
3514,no,0,no,no
3515,no,2987,yes,no
3516,no,1230,yes,no
3517,no,2335,no,no
3518,no,8000,no,no
3519,no,-27,no,no
3520,no,1146,no,no
3521,no,1004,no,no
3522,no,197,no,no
3523,no,169,no,no
3524,no,393,yes,no
3525,no,29,no,no
3526,no,920,no,no
3527,no,3608,yes,no
3528,no,870,no,no
3529,no,9367,no,no
3530,no,1374,no,no
3531,no,6027,no,no
3532,no,1,no,no
3533,no,349,no,no
3534,no,39,no,no
3535,no,583,no,no
3536,no,1276,no,no
3537,no,2364,no,no
3538,no,53,yes,no
3539,no,1612,no,no
3540,no,639,no,no
3541,no,3114,no,no
3542,no,1,yes,no
3543,no,1070,yes,no
3544,no,195,yes,no
3545,no,3144,no,no
3546,no,3236,no,no
3547,no,3208,no,no
3548,no,1568,yes,no
3549,no,1191,no,no
3550,no,706,no,no
3551,no,2616,no,no
3552,no,215,no,no
3553,no,3230,no,no
3554,no,726,yes,no
3555,no,3713,no,no
3556,no,0,no,no
3557,no,265,yes,no
3558,no,70,no,no
3559,no,388,no,no
3560,no,1727,no,no
3561,no,205,no,no
3562,no,2881,no,no
3563,no,846,no,no
3564,no,2266,no,no
3565,no,742,no,no
3566,no,2149,yes,no
3567,no,344,no,no
3568,no,1430,no,no
3569,no,265,yes,no
3570,no,38,no,no
3571,no,3538,no,no
3572,no,973,no,no
3573,no,1831,no,no
3574,no,641,no,no
3575,no,1047,no,no
3576,no,8103,no,no
3577,no,523,yes,no
3578,no,0,no,no
3579,no,515,no,no
3580,no,8304,no,no
3581,no,1368,no,no
3582,no,272,yes,no
3583,no,-46,yes,no
3584,no,168,no,no
3585,no,515,no,no
3586,no,223,yes,no
3587,no,228,yes,no
3588,no,644,no,no
3589,no,330,no,no
3590,no,952,no,no
3591,no,1165,no,no
3592,no,0,yes,no
3593,no,2823,yes,no
3594,no,1490,no,no
3595,no,48,no,no
3596,no,187,no,no
3597,no,8304,no,no
3598,no,276,no,no
3599,no,147,no,no
3600,no,323,no,no
3601,no,799,no,no
3602,no,2540,no,no
3603,no,322,no,no
3604,no,495,no,no
3605,no,358,no,no
3606,no,2371,no,no
3607,no,53,no,no
3608,no,861,no,no
3609,no,602,no,no
3610,no,4041,no,no
3611,no,275,no,no
3612,no,12,no,no
3613,no,1742,no,no
3614,no,46,yes,no
3615,no,2027,no,no
3616,no,3221,no,no
3617,no,1720,no,no
3618,no,2033,no,no
3619,no,3189,no,no
3620,no,2946,no,no
3621,no,1230,no,no
3622,no,572,no,no
3623,no,1435,no,no
3624,no,403,no,no
3625,no,1071,no,no
3626,no,3301,yes,no
3627,no,1723,no,no
3628,no,705,no,no
3629,no,955,no,yes
3630,no,303,no,no
3631,no,3287,no,no
3632,no,109,no,no
3633,no,224,no,no
3634,no,538,no,no
3635,no,5397,no,no
3636,no,1957,no,no
3637,no,774,no,no
3638,no,1188,no,no
3639,no,1167,yes,yes
3640,no,2611,yes,no
3641,no,3145,no,no
3642,no,825,no,no
3643,no,122,no,no
3644,no,334,yes,no
3645,no,623,no,no
3646,no,86,no,no
3647,no,976,no,no
3648,no,393,no,no
3649,no,293,no,no
3650,no,476,no,no
3651,no,2724,no,no
3652,no,2391,no,no
3653,no,11,no,no
3654,no,54,yes,no
3655,no,3109,no,no
3656,no,3126,yes,no
3657,no,488,no,no
3658,no,978,no,no
3659,no,718,yes,no
3660,no,3255,no,no
3661,no,1544,yes,no
3662,no,0,no,no
3663,no,4071,no,no
3664,no,29080,no,no
3665,no,12569,no,no
3666,no,2896,no,no
3667,no,196,no,no
3668,no,1027,no,no
3669,no,463,no,yes
3670,no,3511,no,no
3671,no,224,no,no
3672,no,198,no,no
3673,no,0,yes,no
3674,no,674,yes,no
3675,no,623,no,no
3676,no,558,no,no
3677,no,259,no,no
3678,no,432,yes,no
3679,no,159,no,no
3680,no,657,no,no
3681,no,1808,no,no
3682,no,392,no,no
3683,no,6651,no,no
3684,no,2795,no,no
3685,yes,1414,yes,no
3686,no,2666,no,no
3687,no,668,no,no
3688,no,502,no,no
3689,no,1809,no,no
3690,no,267,no,no
3691,no,2473,no,no
3692,no,372,no,no
3693,no,484,no,no
3694,no,1767,yes,no
3695,no,491,no,no
3696,no,558,no,no
3697,no,337,no,no
3698,no,654,no,no
3699,no,2427,no,no
3700,no,386,no,no
3701,no,251,no,no
3702,no,1044,no,no
3703,no,2907,yes,no
3704,no,828,no,no
3705,no,1857,yes,no
3706,no,1962,no,no
3707,no,2787,no,no
3708,no,1123,no,no
3709,no,643,no,no
3710,no,62,no,no
3711,no,2007,no,no
3712,no,3463,no,yes
3713,no,482,no,no
3714,no,1298,no,no
3715,no,5329,no,no
3716,no,6181,no,no
3717,no,1255,no,no
3718,no,132,no,no
3719,no,2733,no,no
3720,no,4189,no,no
3721,no,724,yes,no
3722,no,205,no,no
3723,no,154,no,no
3724,no,232,no,no
3725,no,979,yes,no
3726,no,5021,no,no
3727,no,2469,yes,no
3728,no,180,no,no
3729,no,658,no,no
3730,no,2918,no,yes
3731,no,588,no,no
3732,no,423,no,no
3733,no,302,no,no
3734,no,414,no,yes
3735,no,817,no,no
3736,no,183,no,no
3737,no,806,no,no
3738,no,9299,no,no
3739,no,478,no,no
3740,no,1057,no,no
3741,no,762,no,no
3742,no,31472,no,no
3743,no,1090,no,no
3744,no,3738,yes,no
3745,no,1277,no,no
3746,no,756,no,no
3747,no,1636,no,no
3748,no,300,no,no
3749,no,321,no,no
3750,no,1295,no,no
3751,no,839,no,no
3752,no,1974,no,no
3753,no,2855,no,no
3754,no,5475,no,no
3755,no,536,yes,no
3756,no,1279,yes,no
3757,no,775,no,no
3758,no,203,no,no
3759,no,146,no,no
3760,no,4124,yes,no
3761,no,14968,no,no
3762,no,1451,yes,no
3763,no,3026,no,no
3764,no,431,no,no
3765,no,985,yes,no
3766,no,243,no,no
3767,no,1707,yes,no
3768,no,5511,no,no
3769,no,8,no,no
3770,no,10861,no,no
3771,no,373,no,yes
3772,no,1807,no,no
3773,no,2776,yes,no
3774,no,1058,no,no
3775,no,0,no,no
3776,no,1381,no,no
3777,no,204,no,no
3778,no,267,yes,no
3779,no,311,no,no
3780,no,306,no,no
3781,no,752,no,no
3782,no,1574,no,no
3783,no,1181,no,no
3784,no,1761,yes,no
3785,no,4629,yes,no
3786,no,154,no,no
3787,no,4112,no,no
3788,no,11650,yes,no
3789,no,6138,no,no
3790,no,264,no,no
3791,no,2144,no,no
3792,no,482,no,no
3793,no,0,no,no
3794,no,4831,no,no
3795,no,12067,no,no
3796,no,1227,no,no
3797,no,1232,no,no
3798,no,275,no,no
3799,no,369,no,no
3800,no,240,yes,no
3801,no,2398,yes,no
3802,no,2785,no,no
3803,no,62,yes,no
3804,no,1377,yes,no
3805,no,163,no,no
3806,no,1199,no,no
3807,no,569,no,no
3808,no,0,yes,no
3809,no,1989,no,no
3810,no,46,no,no
3811,no,372,yes,no
3812,no,2812,no,no
3813,no,2952,no,no
3814,no,569,no,no
3815,no,2812,no,no
3816,no,1199,no,no
3817,no,3904,no,no
3818,no,156,no,no
3819,no,205,no,no
3820,no,1625,no,no
3821,no,415,no,no
3822,no,1812,no,no
3823,no,775,no,no
3824,no,180,no,no
3825,no,46,no,no
3826,no,4017,no,no
3827,no,437,no,no
3828,no,318,no,no
3829,no,1646,yes,no
3830,no,470,no,no
3831,no,3591,yes,no
3832,no,2037,no,no
3833,no,2979,no,no
3834,no,1092,no,no
3835,no,661,yes,no
3836,no,2196,no,no
3837,no,417,yes,no
3838,no,2077,no,no
3839,no,2283,no,no
3840,no,1536,no,no
3841,no,446,no,no
3842,no,5,no,no
3843,no,216,no,no
3844,no,565,no,no
3845,no,476,no,no
3846,no,-32,no,yes
3847,no,1348,yes,no
3848,no,228,no,no
3849,no,1859,no,no
3850,no,2306,no,no
3851,no,2038,no,no
3852,no,824,yes,no
3853,no,348,no,no
3854,no,1515,yes,no
3855,no,1514,no,no
3856,no,94,no,no
3857,no,2325,no,no
3858,no,417,no,no
3859,no,3450,no,no
3860,no,2543,no,no
3861,no,464,no,no
3862,no,1853,no,no
3863,no,272,no,no
3864,no,1925,no,no
3865,no,2331,no,no
3866,no,324,no,no
3867,no,116,no,no
3868,no,1779,no,no
3869,no,346,no,no
3870,no,353,no,no
3871,no,27696,no,no
3872,no,2155,no,yes
3873,no,413,yes,no
3874,no,2590,no,no
3875,no,320,yes,no
3876,no,1454,yes,no
3877,no,1382,yes,no
3878,no,2427,no,no
3879,no,2498,no,no
3880,no,1003,no,no
3881,no,2007,yes,no
3882,no,926,no,no
3883,no,632,no,no
3884,no,2206,no,no
3885,no,1830,yes,no
3886,no,814,no,no
3887,no,5275,no,no
3888,no,2129,no,no
3889,no,2717,no,no
3890,no,341,no,no
3891,no,2885,no,no
3892,no,523,no,no
3893,no,4256,yes,no
3894,no,484,yes,no
3895,no,535,no,no
3896,no,431,no,no
3897,no,1269,no,no
3898,no,0,yes,no
3899,no,211,no,no
3900,no,4012,no,no
3901,no,625,no,yes
3902,no,1584,yes,no
3903,no,315,no,no
3904,no,200,no,no
3905,no,589,no,no
3906,no,-205,no,no
3907,no,-46,yes,no
3908,no,8304,no,no
3909,no,308,no,no
3910,no,1113,no,no
3911,no,992,no,yes
3912,no,272,yes,no
3913,no,1413,no,no
3914,no,1819,no,no
3915,no,1623,yes,no
3916,no,630,no,no
3917,no,2975,no,no
3918,no,7968,no,no
3919,no,154,no,no
3920,no,5169,yes,no
3921,no,228,yes,no
3922,no,4945,yes,no
3923,no,1708,no,no
3924,no,0,yes,no
3925,no,1584,no,no
3926,no,1707,yes,no
3927,no,952,no,no
3928,no,1978,no,no
3929,no,1105,yes,no
3930,no,52,yes,no
3931,no,6771,no,no
3932,no,890,yes,no
3933,no,56,no,no
3934,no,1644,no,no
3935,no,151,yes,no
3936,no,0,yes,no
3937,no,2240,no,no
3938,no,957,no,no
3939,no,689,no,no
3940,no,2161,no,no
3941,no,1527,no,no
3942,no,8304,no,no
3943,no,698,no,no
3944,no,494,no,no
3945,no,2801,yes,yes
3946,no,4761,no,no
3947,no,834,no,no
3948,no,139,no,no
3949,no,12,yes,no
3950,no,877,no,no
3951,no,2066,no,yes
3952,no,555,yes,no
3953,no,48,no,no
3954,no,235,no,no
3955,no,1595,no,no
3956,no,5741,no,no
3957,no,426,no,no
3958,no,187,no,no
3959,no,166,no,no
3960,no,1416,no,no
3961,no,1189,no,no
3962,no,486,no,no
3963,no,0,no,no
3964,no,2557,yes,no
3965,no,3138,no,no
3966,no,1720,no,no
3967,no,1765,no,no
3968,no,1506,no,no
3969,no,3585,no,no
3970,no,262,no,no
3971,no,1093,yes,yes
3972,no,76,no,no
3973,no,4680,no,no
3974,no,1477,no,no
3975,no,3561,no,no
3976,no,3340,no,no
3977,no,1071,no,no
3978,no,247,no,no
3979,no,112,no,no
3980,no,527,no,no
3981,no,2580,no,no
3982,no,975,no,no
3983,no,2986,no,no
3984,no,2048,no,no
3985,no,2785,no,no
